# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr17	1554707	1554847	-	hsa_circ_0041280	140	140	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006445	PRPF8	Salzman2013
chr11	71693806	71701763	+	hsa_circ_0023409	7957	384	K562, Huvec, Helas3, H1hesc, Gm12878, Ag04450, A549, Sknshra	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_024148	RNF121	Salzman2013
chr17	74308950	74309972	-	hsa_circ_0004241	1022	218	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002766	PRPSAP1	Jeck2013, Salzman2013
chr5	176939496	176942990	-	hsa_circ_0075226	3494	1176	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016222	DDX41	Salzman2013
chr4	85660162	85661569	-	hsa_circ_0070323	1407	340	K562, Helas3, H1hesc, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014991	WDFY3	Salzman2013
chr9	91031558	91063904	+	hsa_circ_0087425	32346	9997	Helas3, Ag04450, Nhek, Sknshra	SINE	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_006717	SPIN1	Salzman2013
chr14	24765714	24766087	-	hsa_circ_0031393	373	224	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001136050	DHRS1	Salzman2013
chr17	20795542	20795745	+	hsa_circ_0042444	203	203	K562, Hepg2, Helas3, H1hesc, Sknshra	DNA	ANTISENSE, coding, INTERNAL, intronic, OVERLAPTX	NM_001004306	CCDC144NL	Salzman2013
chr12	20885842	20890206	+	hsa_circ_0025577	4364	362	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001145946	SLCO1C1	Salzman2013
chr12	9227155	9247680	-	hsa_circ_0025417	20525	1743	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_000014	A2M	Salzman2013
chr5	176938577	176941838	-	hsa_circ_0075216	3261	1285	K562, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_016222	DDX41	Salzman2013
chr17	40554466	40575273	-	hsa_circ_0043821	20807	3569	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ALT_ACCEPTOR, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_012232	PTRF	Salzman2013
chr17	48431768	48431944	+	hsa_circ_0044572	176	176	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_022167	XYLT2	Salzman2013
chr6	52935854	52947416	+	hsa_circ_0076777	11562	650	Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033480	FBXO9	Salzman2013
chr9	99277930	99327765	-	hsa_circ_0087640	49835	8040	K562, Hepg2, Helas3, H1hesc, Bj, Ag04450, Nhek, Sknshra	NA	ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_033331	CDC14B	Salzman2013
chr6	170615843	170639638	+	hsa_circ_0078767	23795	2125	Huvec, Helas3, Nhek, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_032448	FAM120B	Salzman2013
chr4	126367453	126397411	+	hsa_circ_0070900	29958	5094	Huvec, Hsmm, Helas3, H1hesc, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024582	FAT4	Salzman2013
chr17	73221436	73221924	+	hsa_circ_0045618	488	255	Nhek, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024844	NUP85	Salzman2013
chr6	7727010	7880334	+	hsa_circ_0075586	153324	1570	Huvec, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_001718	BMP6	Salzman2013
chr7	24663284	24708279	+	hsa_circ_0001686	44995	1116	HEK293, cd_19, Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_016447	MPP6	Memczak2013, Salzman2013
chrX	153641543	153649074	+	hsa_circ_0092046	7531	555	Hepg2, Helas3, Sknshra	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_024048	TAZ	Salzman2013
chr13	40293372	40301685	+	hsa_circ_0006900	8313	542	Hs68_RNase, Hs68_control, Nhek, K562, Hsmm, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001145079	COG6	Jeck2013, Salzman2013
chrX	153576899	153588273	-	hsa_circ_0091845	11374	4456	Hepg2, Helas3, Ag04450, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001110556	FLNA	Salzman2013
chr9	86284099	86284242	-	hsa_circ_0087350	143	143	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013438	UBQLN1	Salzman2013
chr8	21856265	21857185	+	hsa_circ_0083564	920	437	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015024	XPO7	Salzman2013
chr17	7143737	7145753	-	hsa_circ_0041783	2016	893	Nhek, K562, Huvec, Helas3, H1hesc, Gm12878, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_007278	GABARAP	Salzman2013
chr10	89530708	89536184	-	hsa_circ_0002281	5476	197	Hs68_RNase, Hs68_control, Nhek, K562, Helas3, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032810	ATAD1	Jeck2013, Salzman2013
chr6	28215844	28217612	-	hsa_circ_0075912	1768	231	Helas3, Gm12878, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_019110	ZKSCAN4	Salzman2013
chr11	68571467	68575106	-	hsa_circ_0023276	3639	274	K562, Huvec, Hepg2, Helas3, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001876	CPT1A	Salzman2013
chr2	170460151	170471234	+	hsa_circ_0004888	11083	616	Hs68_RNase, Hs68_control, K562, Helas3, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_004792	PPIG	Jeck2013, Salzman2013
chrX	48317921	48325259	-	hsa_circ_0090474	7338	1072	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033518	SLC38A5	Salzman2013
chr9	131271154	131277918	+	hsa_circ_0002675	6764	333	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001003722	GLE1	Jeck2013, Salzman2013
chr2	96860695	96861287	-	hsa_circ_0055629	592	259	Helas3, H1hesc, Gm12878, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020151	STARD7	Salzman2013
chr11	118360506	118367082	+	hsa_circ_0024447	6576	1185	Hsmm, Hepg2, Helas3, H1hesc, Ag04450, A549, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001197104	MLL	Salzman2013
chr19	36038225	36038429	+	hsa_circ_0050613	204	204	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, A549, Nhek, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001242597	TMEM147	Salzman2013
chr3	128997683	128998758	+	hsa_circ_0067285	1075	271	Helas3	Low_complexity	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_020187	C3orf37	Salzman2013
chr7	6505701	6509385	-	hsa_circ_0003948	3684	412	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006854	KDELR2	Jeck2013, Salzman2013
chr12	54062931	54066429	-	hsa_circ_0026683	3498	342	Huvec, Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001002031	ATP5G2	Salzman2013
chr21	33691526	33723231	-	hsa_circ_0061437	31705	3179	K562, Hmec, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014825	URB1	Salzman2013
chr8	98828285	98828408	+	hsa_circ_0085015	123	123	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018407	LAPTM4B	Salzman2013
chr22	38695899	38710174	-	hsa_circ_0063301	14275	748	Helas3, Bj, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_152221	CSNK1E	Salzman2013
chr12	6494392	6497671	+	hsa_circ_0025139	3279	456	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002342	LTBR	Salzman2013
chr9	127923119	127933459	-	hsa_circ_0088553	10340	162	K562, Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001123355	PPP6C	Salzman2013
chr11	85373432	85374645	-	hsa_circ_0023873	1213	147	K562, Helas3, H1hesc, Ag04450	NA	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_028026	CREBZF	Salzman2013
chr11	46776437	46782334	-	hsa_circ_0021902	5897	648	K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001008938	CKAP5	Salzman2013
chr7	101870646	101870949	+	hsa_circ_0006501	303	303	Hs68_RNase, Hs68_control, Nhek, K562, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001202543	CUX1	Jeck2013, Salzman2013
chr2	128757314	128758028	-	hsa_circ_0056394	714	344	K562, Huvec, Helas3, Gm12878, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001145928	SAP130	Salzman2013
chr10	12237960	12277122	+	hsa_circ_0017772	39162	849	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_006023	CDC123	Salzman2013
chr9	123731338	123779789	-	hsa_circ_0088321	48451	2504	Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001735	C5	Salzman2013
chr2	173420778	173460751	+	hsa_circ_0057086	39973	1465	K562, Helas3, H1hesc, Ag04450	NA	ALT_DONOR, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_002610	PDK1	Salzman2013
chr10	104232610	104236802	+	hsa_circ_0019736	4192	1787	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_024789	TMEM180	Salzman2013
chr15	91512676	91527370	-	hsa_circ_0036918	14694	1605	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003981	PRC1	Salzman2013
chr5	149391817	149417090	+	hsa_circ_0074501	25273	1603	Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014983	HMGXB3	Salzman2013
chr14	105954502	105955124	+	hsa_circ_0033629	622	324	Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001311	CRIP1	Salzman2013
chr16	16278815	16308306	-	hsa_circ_0038157	29491	1469	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001171	ABCC6	Salzman2013
chr21	46548316	46552221	+	hsa_circ_0061998	3905	3905	K562, Hepg2, Helas3, H1hesc, Ag04450, Sknshra	NA	ALT_DONOR, coding, INTERNAL, intronic, OVEXON, UTR5	NM_015833	ADARB1	Salzman2013
chr17	78195216	78196646	+	hsa_circ_0045997	1430	570	Hepg2, Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001166348	SLC26A11	Salzman2013
chr8	27514298	27517056	+	hsa_circ_0083775	2758	1143	Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016240	SCARA3	Salzman2013
chr4	74270832	74280884	+	hsa_circ_0069967	10052	1112	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000477	ALB	Salzman2013
chr6	42618021	42620383	+	hsa_circ_0076387	2362	307	K562, Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015255	UBR2	Salzman2013
chr2	85621870	85625905	-	hsa_circ_0055409	4035	526	Nhek, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001747	CAPG	Salzman2013
chr16	583945	586142	+	hsa_circ_0008883	2197	167	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, coding, INTERNAL, OVEXON, UTR5	NM_005632	SOLH	Jeck2013, Salzman2013
chr19	7670111	7676472	+	hsa_circ_0048990	6361	1126	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001080429	CAMSAP3	Salzman2013
chr12	125296415	125302253	-	hsa_circ_0029346	5838	600	Nhek, K562, Hepg2, Helas3, Gm12878, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005505	SCARB1	Salzman2013
chr3	47719687	47727660	-	hsa_circ_0001296	7973	308	cd_34, Hs68_RNase, Hs68_control, K562, Helas3, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003074	SMARCC1	Jeck2013, Memczak2013, Salzman2013
chr2	112621251	112621472	-	hsa_circ_0004439	221	221	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022662	ANAPC1	Jeck2013, Salzman2013
chr5	145834618	145838900	+	hsa_circ_0074450	4282	833	K562, Huvec, Hepg2, Helas3, H1hesc, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006706	TCERG1	Salzman2013
chr6	170058371	170102159	-	hsa_circ_0078753	43788	1922	K562, Huvec, Hepg2, Helas3, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_182552	WDR27	Salzman2013
chr16	30080138	30081741	+	hsa_circ_0038988	1603	924	Nhek, Helas3, H1hesc, Gm12878, Bj	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_000034	ALDOA	Salzman2013
chr20	39792720	39800929	+	hsa_circ_0060390	8209	1809	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002660	PLCG1	Salzman2013
chr14	24568257	24568929	+	hsa_circ_0031317	672	351	Helas3, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004563	PCK2	Salzman2013
chr9	33953282	33963789	-	hsa_circ_0001847	10507	377	cd_34, neutr, Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018449	UBAP2	Jeck2013, Memczak2013, Salzman2013
chr19	6217964	6227113	-	hsa_circ_0048818	9149	778	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005934	MLLT1	Salzman2013
chr19	35749847	35753595	+	hsa_circ_0050590	3748	324	Hepg2, Helas3, H1hesc, Gm12878, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_205834	LSR	Salzman2013
chr10	73587770	73591677	-	hsa_circ_0018725	3907	546	Nhek, Hmec, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001042465	PSAP	Salzman2013
chr1	94037226	94054976	-	hsa_circ_0013214	17750	1488	Helas3, Gm12878, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003567	BCAR3	Salzman2013
chr19	3547269	3547362	-	hsa_circ_0048488	93	93	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_021731	MFSD12	Salzman2013
chr2	98274405	98275940	-	hsa_circ_0055761	1535	736	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005735	ACTR1B	Salzman2013
chr1	151062881	151070478	+	hsa_circ_0014098	7597	514	Hepg2, Helas3, Gm12878, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_144618	GABPB2	Salzman2013
chr2	110321942	110350696	-	hsa_circ_0002076	28754	998	Hs68_RNase, Hs68_control, Nhek, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_144710	SEPT10	Jeck2013, Salzman2013
chr17	8168873	8170216	+	hsa_circ_0042022	1343	506	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_012393	PFAS	Salzman2013
chr12	69983264	69987393	+	hsa_circ_0002940	4129	536	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001198842	CCT2	Jeck2013, Salzman2013
chr20	47768118	47770608	-	hsa_circ_0060775	2490	305	Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017453	STAU1	Salzman2013
chr1	31414844	31454252	-	hsa_circ_0011225	39408	1962	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001020658	PUM1	Salzman2013
chr19	17313650	17317185	+	hsa_circ_0049954	3535	550	K562, Huvec, Hsmm, Helas3, H1hesc, Gm12878, Bj, Ag04450, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001130065	MYO9B	Salzman2013
chr19	1147307	1154401	-	hsa_circ_0009130	7094	405	Hs68_RNase, Hs68_control, Nhek, Hsmm, Hepg2, Helas3, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_014963	SBNO2	Jeck2013, Salzman2013
chr19	18285849	18288927	+	hsa_circ_0050095	3078	827	K562, Hepg2, Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_006332	IFI30	Salzman2013
chr8	103312227	103358623	-	hsa_circ_0085243	46396	2530	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015902	UBR5	Salzman2013
chr11	6235640	6235803	-	hsa_circ_0020986	163	163	K562, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032127	FAM160A2	Salzman2013
chr1	52954580	52954707	-	hsa_circ_0012547	127	127	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001009881	ZCCHC11	Salzman2013
chr6	133562636	133767892	+	hsa_circ_0077883	205256	524	Helas3	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_004100	EYA4	Salzman2013
chr14	90450859	90459827	+	hsa_circ_0032900	8968	657	K562, Hepg2, Helas3, Gm12878, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018319	TDP1	Salzman2013
chr8	146015153	146015347	-	hsa_circ_0086155	194	194	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_033301	RPL8	Salzman2013
chr1	220752695	220754460	+	hsa_circ_0016519	1765	258	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018650	MARK1	Salzman2013
chr9	127054249	127089724	+	hsa_circ_0088482	35475	934	K562, Hsmm, Helas3, Gm12878, Bj, Nhlf, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001166171	NEK6	Salzman2013
chr18	34376033	34380274	-	hsa_circ_0047464	4241	1255	Nhek, K562, Huvec, Helas3, Bj, Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_015476	TPGS2	Salzman2013
chr3	4774771	4777038	+	hsa_circ_0064072	2267	324	K562, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001168272	ITPR1	Salzman2013
chr5	172507587	172513629	+	hsa_circ_0075060	6042	326	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_153607	C5orf41	Salzman2013
chr20	30142548	30149539	+	hsa_circ_0059702	6991	224	K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178580	HM13	Salzman2013
chr10	93902785	93940776	-	hsa_circ_0019146	37991	315	K562, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001178137	CPEB3	Salzman2013
chr10	74474868	74475660	+	hsa_circ_0000247	792	792	cd_19, cd_34, neutr, Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_138357	MCU	Jeck2013, Memczak2013, Salzman2013
chr16	69317950	69318147	+	hsa_circ_0004354	197	197	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006750	SNTB2	Jeck2013, Salzman2013
chr8	95549330	95556170	-	hsa_circ_0084923	6840	252	Nhek, K562, Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015496	KIAA1429	Salzman2013
chr2	228356262	228384779	+	hsa_circ_0058512	28517	210	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001135187	AGFG1	Salzman2013
chr12	120138549	120142260	-	hsa_circ_0028679	3711	412	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001206999	CIT	Salzman2013
chr11	3712576	3722069	-	hsa_circ_0020860	9493	942	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016320	NUP98	Salzman2013
chr12	48357991	48358206	+	hsa_circ_0026020	215	215	Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001143842	TMEM106C	Salzman2013
chr17	37420427	37425124	-	hsa_circ_0043404	4697	315	Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032875	FBXL20	Salzman2013
chr16	2106196	2108874	+	hsa_circ_0037409	2678	376	Hepg2, Helas3, H1hesc, Bj, Ag04450, Nhlf, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000548	TSC2	Salzman2013
chr17	73485346	73487536	+	hsa_circ_0045651	2190	622	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014738	KIAA0195	Salzman2013
chr2	180014023	180041265	-	hsa_circ_0057230	27242	417	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178123	SESTD1	Salzman2013
chr1	78267015	78309092	+	hsa_circ_0013005	42077	801	Hepg2, Helas3, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_198549	FAM73A	Salzman2013
chr16	1774557	1779579	+	hsa_circ_0008480	5022	284	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Ag04450	Simple_repeat	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015133	MAPK8IP3	Jeck2013, Salzman2013
chr1	153727117	153742320	+	hsa_circ_0014300	15203	1530	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_023015	INTS3	Salzman2013
chr9	98669359	98669553	+	hsa_circ_0087607	194	194	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001010895	C9orf102	Salzman2013
chr11	13435076	13443385	-	hsa_circ_0008967	8309	707	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032320	BTBD10	Jeck2013, Salzman2013
chrX	299338	308428	-	hsa_circ_0002172	9090	9090	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878	Simple_repeat	INTERGENIC	None	None	Jeck2013, Salzman2013
chr12	109660311	109677790	+	hsa_circ_0028124	17479	1254	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001093	ACACB	Salzman2013
chr20	31603241	31606628	+	hsa_circ_0059832	3387	400	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025227	BPIFB2	Salzman2013
chr11	116706468	116708123	-	hsa_circ_0024359	1655	879	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_000039	APOA1	Salzman2013
